stid,dsid,lat,long,name,area,source,edited,notes
329,336,61.683333,-130.65,Candelabra Lake,1958.0199397180688,Geographic matching,2,NA
332,339,48.197778,-64.94,Lac Caribou,2.6,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Small nudge, but no real clear map in the figure."
334,341,55.666667,-63.25,Caribou Hill,65,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Confirmed area with publication, unable to confirm exact location of lake"
338,346,46.613889,-72.998611,Lac Castor,0.8,data/by_hand/all_lakes_andria/andrea_areas.csv,3,No Publication but nearby lake named lac Castor
361,371,54.799444,-76.145556,Chism 1,1.8,data/by_hand/all_lakes_andria/all_lakes_andria.shp,3,"So many small lakes in the area,"
362,373,53.090833,-76.339167,Chism 2,4.7,data/by_hand/all_lakes_andria/all_lakes_andria.shp,3,Too many local lakes
481,493,50.873611,-107.933333,Clearwater Lake,59.84096264278991,Geographic matching,2,NA
489,501,50.034167,-56.196389,Compass Pond,76,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with pub (Dyer 1986), changed area"
496,508,48.966944,-65.95,Lac Côté,31,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Slight nudge.  No pub, but in park is Lac Charles Cote."
498,510,45.960833,-73.341944,Tourbière de Lanoraie COTEAU JAUNE,340,data/by_hand/empty_lakes_sjg/empty_lakes_sjg.shp,3,"Publication is in French (sjg - found pub, added area based on hydrology)"
499,511,52.866667,-118.1,Cottonwood Slough,24,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,In dissertation but checked Jasper Park Maps.
503,516,44.1,-78.1,Cranberry Lake,481.9,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,"Confirmed lake with Google Earth, changed area"
506,519,49.183333,-81.266667,Crates Lake,11.404747450843768,Geographic matching,2,NA
507,520,43.5,-79.83,Crawford Lake,2.4,Neotoma,2,NA
507,16124,43.5,-79.83,Crawford Lake,2.4,Neotoma,2,NA
511,524,52.116667,-90.083333,Cristal Lake,154.74346107925498,Geographic matching,2,NA
512,525,51.65,-116.416667,Crowfoot Lake,17,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"In Publication, hopefully distinct from Bow Lake"
527,17292,55.266667,-105.266667,Cycloid Lake,20,Neotoma,2,NA
533,549,54.883333,-69.4,Daumont,2,data/by_hand/all_lakes_andria/all_lakes_andria.shp,3,It's close but I can't quite get it lined up based on the picture & map.
656,672,43.233333,-80.366667,Decoy Lake,3,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Szeicz 1991), changed area"
658,675,54.418889,-69.918889,Delorme 1,0.6,data/by_hand/all_lakes_andria/all_lakes_andria.shp,3,Now part of a resevoir.  Impossible to find original site.
659,677,54.423611,-69.929722,Delorme 2,349282.8816634468,Geographic matching,2,NA
667,685,75.35,-82.5,Devon Island Glacier,25,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area"
671,691,48.910833,-66.125,Lac du Diable,11.96627555658984,Geographic matching,2,NA
754,773,45.85,-70.35,Lac Dufresne,13.987146758723366,Geographic matching,2,NA
759,778,57.766667,-112.1,Eaglenest Lake,807,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Checked with Google maps
763,782,46.408333,-62.15,East Baltic Bog,1.2,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,Confirmed site and area with publication (Anderson)
766,785,44.37,-80.25,Edward Lake,24.144506202380487,Geographic matching,2,NA
770,3125,50.69095,-99.65835000000001,E Lake,3.9,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed Lake, Changed Area"
782,802,61.244444,-100.951389,"Ennadai Lake, 1972 Site",44079.519119062046,Geographic matching,2,NA
783,803,61.166667,-100.916667,Ennadai Lake,44079.519119062046,Geographic matching,2,NA
785,805,41.92,-82.76,Lake Erie,247250.90760656988,Geographic matching,2,NA
788,808,48.351944,-123.681667,East Sooke Fen,0.1,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed site and area with publication
798,821,45.282778,-72.982778,Tourbière de Farnham,410,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Unable to confirm site, Confirmed area: Lavoie, Larouche, Richard 1995"
800,823,45.41,-79.39,Fawn Lake (CA:Ontario),250.1383664523376,Geographic matching,2,NA
805,829,56.25,-121.42,Fiddler's Pond,5.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with publication, changed area"
810,834,54.742222,-101.681667,Beaverhouse Lake,7.2,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Right place
835,862,44.74,-80.86,"Georgian Bay, Lake Huron (1)",345164.9938935952,Geographic matching,2,NA
836,863,45.17,-81.32,"Georgian Bay, Lake Huron (2)",1190833.0427387673,Geographic matching,2,NA
842,871,45.945833,-74.370833,Lac à St-Germain,1.5145936521435783,Geographic matching,2,NA
845,874,46.066667,-60.391667,Upper Gillies Lake,9.714344852594976,Geographic matching,2,NA
849,878,49.448,-99.28965,Jones Lake [Glenboro site],50.90667180771167,Geographic matching,2,NA
943,973,45.183333,-77.35,Graham Lake,67,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with Google Earth, changed area"
944,974,53,-98.25,Grand Rapids,371986.7232180091,Geographic matching,2,NA
946,976,52.25,-67.066667,Lac Gras,679.6884601313005,Geographic matching,2,NA
948,978,55.033333,-62.633333,Gravel Ridge,4763.974724085019,Geographic matching,2,NA
956,986,43.64,-79.47,Grenadier Pond,1.9047611615736488,Geographic matching,2,NA
957,987,50.768889,-55.516667,Grey Islands,54,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Evans 2002), changed area"
958,989,54.146944,-76.128889,Lac Griault,48728.12485859239,Geographic matching,2,NA
970,1001,60.033333,-129.016667,Hail Lake,1,data/by_hand/all_lakes_andria/all_lakes_andria.shp,3,No good indication of location and several nearby sites
971,1002,43.236667,-80.413333,Hams Lake,3.8876685973617584,Geographic matching,2,NA
972,1003,68.383333,-138.383333,Hanging Lake,57,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"No good map, but could line up from pictures in paper."
976,1007,48.2375,-65.838889,Lac Harriman,47.28473094145157,Geographic matching,2,NA
1064,3771,56.633333,-63.883333,Snow Lake,152.89548110473393,Geographic matching,2,NA
1072,1105,44.516667,-76.6,High Lake,2.5,data/by_hand/all_lakes_andria/andrea_areas.csv,3,Size is reported but insufficient detail to locate lake.
1074,1107,64.633333,-138.4,Honeymoon Pond,0.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Moved lake based on inset map and pictures.
1106,1139,48.618611,-58.965,Hynes Brook Salt Marsh,1020608.7250540428,Geographic matching,2,NA
1109,1142,66.135,-66.083333,Iglutalik Lake,226.7,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site, changed area"
1115,1149,44.483333,-77.05,Inglesby Lake,48,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Fritz et al, 1987), changed area"
1245,17672,43.95,-79.43,Wilcox Lake,55.160058320610666,Geographic matching,2,NA
1400,1437,54.027778,-76.643889,Kanaaupscow,48728.12485859239,Geographic matching,2,NA
1408,1445,64.166667,-127.616667,Keele Lake,9,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Confirmed Lake with publication, changed area"
1415,1452,49.816667,-102.3,Kenosee Lake,824.8312635344154,Geographic matching,2,NA
1416,3454,44.195833,-79.512778,Marais de Keswick,150,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From paper
1416,1453,44.195833,-79.512778,Marais de Keswick,150,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From paper
1416,3453,44.195833,-79.512778,Marais de Keswick,150,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From paper
1531,1569,46.716667,-70.3,Lac Colin,20.6,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed Lake, Changed Area"
1532,1570,54.8,-67.5,Lac Hamard,15123.443332487202,Geographic matching,2,NA
1533,1571,47.2875,-79.116667,Lac Louis,17.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
1534,1572,44.263889,-66.079167,Lac à Magie,0.7,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
1543,1583,53.2375,-105.725,Lake A,22.476032207641275,Geographic matching,2,NA
1546,1586,53.8,-106.079167,Lake B,18.056205712466365,Geographic matching,2,NA
1547,1587,55.009167,-73.516667,Lake BN7,35.59931585775641,Geographic matching,2,NA
1549,1590,49.683333,-74.583333,Lake CH2,12,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Area given in publication (600x200m), Unable to confirm lake site"
1550,1591,56.283333,-75.1,Lake EC1,4,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,Confirmed site and area with publication (Gajewski 1993)
1553,1594,55.110833,-75.248889,Lake GB1,5.026457703318999,Geographic matching,2,NA
1559,1603,58.141667,-75.15,Lake LT1,0.5,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with publication (Gajewski 1992), changed area"
1560,1604,73.591389,-98.538889,Lake PWWL,30.161276408931393,Geographic matching,2,NA
1561,1606,46.828333,-80.698333,Lake QC,2.3960492175765675,Geographic matching,2,NA
1566,1611,51.573333,-55.55,L'Anse aux Meadows Site,2.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with pub. and Google Earth, changed area"
1571,1617,65.942222,-135.514167,Lateral Pond,3.5,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Site's in the right place.
1576,1622,49.471389,-55.473056,Leading Tickles,777137.3564087473,Geographic matching,2,NA
1579,1626,49.207778,-65.812778,Lac à Léonard,0.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with publication, Changed area"
1591,1640,45.143555,-66.713325,Little Lake,2.9737411173624015,Geographic matching,2,NA
1594,1644,44.8,-76.683056,LDDsite5772,14.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
1599,1650,52.45,-56.433333,Lake Hope Simpson,65,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Area given in publication, Unable to confirm lake site"
1605,1656,54.725278,-112.480833,Lofty Lake,53.93030503074846,Geographic matching,2,NA
1606,1657,56.716667,-119.716667,Lone Fox Lake,63,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,Confirmed site and area with pub (MacDonald 1987)
1638,1693,52.733333,-117.616667,Maligne Lake,5096.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed lake, changed area"
1646,1701,43.225,-80.659722,Maplehurst Lake,8.190871286101968,Geographic matching,2,NA
1647,1703,47.077778,-71.422778,Lac Marcotte,3.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed area with publication, Confirmed site with Google Earth"
1648,1704,68.266667,-133.466667,M Lake,69.3,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with publication, Changed area"
1649,1705,49.308333,-122.547222,Marion Lake,13.9067325313856,Geographic matching,2,NA
1657,1713,46.8,-72.99,Dauphinais,0.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Found based on description & map.  Not publication.
1660,1716,46.787778,-72.837778,Sud du Lac du Noyer,0.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with publication, Change area"
1662,1718,45.302778000000004,-66.070833,Mayflower Lake,6.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
1663,1719,45.05,-80.09,McCarston's Lake,1190833.0427387673,Geographic matching,2,NA
1668,1724,64.133333,-110.583333,McMaster Lake,9.746378703339504,Geographic matching,2,NA
1677,1733,65.216667,-126.116667,Lac Mélèze,32,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with pub (MacDonald 1987), changed area"
1698,1754,47.496944,-70.375833,Lac Mimi,4.728422635593734,Geographic matching,2,NA
1712,1769,52.266667,-58.05,18 [Moraine Lake],57,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Engstrom et al 1985), changed area"
1733,1791,57.65,-71.65,Nedlouc,17002.2,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,"Confirmed site with Google Earth, changed area"
1762,1820,45.216667,-79.45,Nutt Lake,15.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Moved point, confirmed in publication, area is twice as large as reported"
1763,1821,53.516667,-60.166667,Northwest River Pond,0.8,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Some uncertainty, another lake lies nearby & this assumes part of NW River town is new."
1770,1829,48.422222,-89.323889,Oliver Pond,3.732355596073924,Geographic matching,2,NA
1782,1841,47.532778,-68.943889,Lac Ouellet,6.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site with Google Earth, changed area"
1799,1861,50.78,-104,Pasqua Lake,694.3592595490139,Geographic matching,2,NA
1800,1862,48.56,-88.74,Pass Lake,26.097351262838583,Geographic matching,2,NA
1806,1868,44.1,-78.34,Paynter Marsh,33,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Yu et al, 1996), changed area"
1823,16231,46.03,-77.34,Perch Lake,31,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved based on paper & google map search.
1824,1888,51.651389,-100.898889,Perch Lake,4.604249882967043,Geographic matching,2,NA
1840,1904,45.469444,-75.808333,Pink Lake,23,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site with Google Earth, Changed area"
1842,1906,48.596389,-124.196667,Pixie Lake,5.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Paper reports 5.3ha, measured with google."
1893,1957,47.843889,-69.352778,Lac Pluvieux,11.118672797511046,Geographic matching,2,NA
1899,1964,48.905556,-123.833333,Porphyry Lake,0.4,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,Confirmed site and area with publication (Brown and Hebda 2003)
1900,1965,44.93,-79.78,Porqui Pond,4.578719237777693,Geographic matching,2,NA
1903,1968,46.673611,-64.075,Portage Bog,1.3,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,Confirmed site and area with publication(Anderson)
1912,1978,46.145833,-71.935833,Princeville,13.3,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site, Changed area"
1915,1981,47.075,-64.8,Point Escuminac,958527.7361114704,Geographic matching,2,NA
1946,2015,58.216944,-71.95,Rivière-aux-Feuilles 2,3.9443533450096657,Geographic matching,2,NA
1954,2023,45.6,-76.1,Ramsay Lake,21.3,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,Confirmed site with Google Earth. changed area
1957,2028,49.35,-92.7,Rattle Lake,2,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Bjorck, 1985), changed area"
1980,2054,69.116667,-132.166667,Reindeer Lake,3278.2294946510656,Geographic matching,2,NA
2189,2265,48.051944,-65.266944,Lac à Robin,6.265521276398324,Geographic matching,2,NA
2190,2266,48.26,-58.8,Robinson's Pond,12.3,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site, changed area"
2209,2286,45.963889,-73.330833,Lac Romer,25,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Gave it a nudge, but modern development around the lake may have changed its size."
2240,2319,51.4,-66.216667,Lac au Sable,266.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
2253,2332,46.654167,-72.978889,Lac à Sam,52,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area"
2257,2337,54.4,-57.716667,Sandy Cove Pond,109,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Moved based on map & text description in paper.
2267,2347,46.919444,-55.6125,Lake Site South Burin Peninsula,7.322883521921975,Geographic matching,2,NA
2268,2348,54.416667,-131.906667,SC1 Pond,814752.9674847841,Geographic matching,2,NA
2272,2353,44.85,-79.98,Second Lake,70,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Burden et al, 1986), changed area"
2290,2372,49.84135,-99.5763,Sewell Lake,145.23417626418126,Geographic matching,2,NA
2296,2378,45.358889,-72.584722,Mont Shefford,1.3,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Minor nudge.
2300,2382,45.15,-81.416667,Shouldice Lake,26.797074849372137,Geographic matching,2,NA
2302,2384,44.563333,-63.642778,Silver Lake,2.8,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area"
2496,2580,57.45,-120.666667,Snowshoe Lake,8,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Confrimed area with publication, Not enough info to confirm site of lake"
2515,2602,48.5,-72,Lac Saint-Jean,100300,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Not sure why this didn't work
2515,3778,48.5,-72,Lac Saint-Jean,100300,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Not sure why this didn't work
2516,2603,53.95,-58.916667,Saint John Island Pond,220105.74260846895,Geographic matching,2,NA
2522,2611,60.95,-137.957778,Sulphur Lake,144.8072336454527,Geographic matching,2,NA
2526,2615,49.319689999999994,-122.56212500000001,Surprise Lake,0.4,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed Site from publication and Google Earth, Changed Area"
2549,2639,46.58,-70.62,Petit Lac Terrien,26,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with Google Earth, changed area"
2556,2647,50.815305,-114.59946,Toboggan Lake,0.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Nudged the lake,"
2560,2651,44.85,-77.175,Tonawa Lake,7.4,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area"
2569,2661,69.05,-133.45,Tuktoyaktuk 5,1.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with publication, changed area"
2577,2671,49.157778,-65.762778,Lac Turcotte,25.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
2787,2882,66.05,-135.655556,Tyrrell Lake,72.17778775824276,Geographic matching,2,NA
2793,2890,47.308333,-84.258333,Upper Mallot Lake,73.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
2825,2922,48.529167,-124.002222,Walker Lake,0.4,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed site and area with publication
2852,2949,45.033333,-77.433333,Weslemkoon Lake,1858.7677699212718,Geographic matching,2,NA
2852,3839,45.033333,-77.433333,Weslemkoon Lake,1858.7677699212718,Geographic matching,2,NA
2854,2951,51.516667,-57.3,Whitney's Gulch,72,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,Confirmed site and area with pub (Lamb 1980)
2856,2953,48.672222,-124.844444,Whyac Lake,5.5,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with publication (Brown and Hebda 202), changed area"
2943,3041,43.9,-80.4,Wylde Bog,1425,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site with Google Earth, changed area"
2944,3042,43.91,-80.4,Wylde Lake,6.717250841960784,Geographic matching,2,NA
2947,3046,48.503889,-79.637778,Lac Yelle,6.6,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area"
2949,3048,56.766667,-119.483333,Yesterday Lake,57.75152564360583,Geographic matching,2,NA
2959,3058,45.255556,-67.330556,Basswood Road Lake/Splan Pond,4,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Just off from site, checked against published lake area"
2959,3775,45.255556,-67.330556,Basswood Road Lake/Splan Pond,4,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Just off from site, checked against published lake area"
6519,10981,45.3855,-63.55975,Little Dyke Lake,5,Neotoma,2,NA
9753,14426,50.165490000000005,-110.363545,Chappice Lake,200.4879579449757,Geographic matching,2,NA
9754,14427,51,-113.323611111111,Eagle Lake,824.3676476141978,Geographic matching,2,NA
9755,14428,52.60273,-111.556055,Bellshill Lake,294.7116576240498,Geographic matching,2,NA
9756,14429,52.11802,-110.73929000000001,Gooseberry Lake,385.187271084077,Geographic matching,2,NA
9757,14430,51.68784,-113.55489,Keiver's Lake,109.14712060416753,Geographic matching,2,NA
9758,14431,51.377375,-112.233625,Little Fish Lake,883.1346914279809,Geographic matching,2,NA
9759,14432,50.87114,-114.161275,Lloyd Lake [Red Deer Lake],212.5195869075447,Geographic matching,2,NA
9760,14433,52.723194444444445,-113.0616666666665,Red Deer Lake,2178.439570082591,Geographic matching,2,NA
9798,14498,50.780545000000004,-115.92976999999999,Dog Lake,15.1,Neotoma,2,NA
9943,14794,51.106595,-127.534035,Two Frog Lake,5.29088568687749,Geographic matching,2,NA
9990,14925,62.91475444444445,-69.87914,Upper Soper Lake,532767.0304846846,Geographic matching,2,NA
9992,14930,62.8454677777778,-67.3415277777778,Ogac Lake,138.22694672442876,Geographic matching,2,NA
9999,14948,66.62245999999999,-61.649249999999995,Dye Lower Water Lake (Dyer Lake),3.14,Neotoma,2,NA
10017,14991,49.032650000000004,-97.22993,Lake Louise,26.76777070370329,Geographic matching,2,NA
10074,15138,49.450244999999995,-99.28914499999999,Jones Lake,50.90667180771167,Geographic matching,2,NA
10075,15140,51.287795,-101.32475,Mallard Pond,7.887285387171204,Geographic matching,2,NA
10108,15203,43.4665277777778,-79.9491666666667,Crawford Bog,0.6,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Minor nudge
10114,15214,51.668615,-121.454395,Big Lake,112.99835576084547,Geographic matching,2,NA
10123,15232,51.040645,-118.15376499999999,Eagle Lake,0.3,Neotoma,2,NA
10143,15272,49.46834,-109.67135999999999,Gaff Lake,2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved it slightly to the east.  No map or figure.
10150,15282,63.3901388888889,-64.68069444444444,Winton Bay Lake,328376.72361071367,Geographic matching,2,NA
10151,15284,51.194379999999995,-127.38188,Tiny Lake,22.588804285044585,Geographic matching,2,NA
10152,15286,49.76341,-95.19172499999999,West Hawk Lake,1449.3226610735671,Geographic matching,2,NA
10153,15288,50.183195,-127.69799499999999,Pyrola Lake,1,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Right on lake.
10170,15320,67.193,-63.138,Brother-of-Fog Lake,22.61008886404559,Geographic matching,2,NA
10171,15323,56.24278,-130.055465,Berendon Fen,6,Neotoma,2,NA
10174,15328,49.290105,-119.58234,Mahoney Lake,18,Neotoma,2,NA
10176,15333,60.850205,-135.76908500000002,Two Horsemen Pond,1.5,Neotoma,2,NA
10192,15359,56.239975,-130.068815,Spillway Pond,0.5,Neotoma,2,NA
10196,15369,50.78748,-116.388495,Dunbar Lake [Big Fish Lake],19.174763330608247,Geographic matching,2,NA
10206,15392,67.18237500000001,-63.24945,Fog Lake,7.46878472027999,Geographic matching,2,NA
10209,15399,61.564,-137.2285,Long Last Lake,1,Neotoma,2,NA
10215,15415,43.2765,-79.9075,Cootes Paradise Marsh,218.33817713937364,Geographic matching,2,NA
10217,15418,49.034,-119.64850000000001,Richter Marsh,30,Neotoma,2,NA
10218,15420,58.89215,-129.833915,Pyramid Lake,11.317777885722586,Geographic matching,2,NA
10220,15426,49.322,-119.725,Twin Lake,30,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved a bit to get around the lake.
10227,15462,50.715050000000005,-57.374385000000004,Bass Pond,6.660490602699717,Geographic matching,2,NA
10274,15564,50.645250000000004,-114.5435,Chalmer's Bog (PL-78-37),5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Air photo impossible to discern, but Lake Files show new location."
10286,15597,51.435,-83.6175,Albany River Bog,2800,Neotoma,2,NA
10300,15630,51.6175,-82.293,Belec Lake Bog,1200,Neotoma,2,NA
10303,15635,51.0289,-84.488,Oldman Bog,7390,Neotoma,2,NA
10319,15667,49.11905,-119.68305,Buckbean Bog,1,Neotoma,2,NA
10334,15702,45.42715,-61.3427,Collins Pond Site (PL-86-56),924760.9848924015,Geographic matching,2,NA
10340,15713,49.19225,-120.09585,Crater Lake,1.5,Neotoma,2,NA
10343,15719,66.662,-61.787800000000004,Donard Lake,27,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area"
10347,15730,52.331985,-67.35709,Fire Lake,104.49103648253217,Geographic matching,2,NA
10351,15738,49.666560000000004,-109.90446,Harris Lake,32.09670329462069,Geographic matching,2,NA
10355,15746,63.66675,-65.1513,Lake Jake,103.35261819852114,Geographic matching,2,NA
10370,15781,51.33,-124.9,Moraine Bog,1,Neotoma,2,NA
10371,15783,71.86,-124.47,Moraine Lake,41.74391939073253,Geographic matching,2,NA
10376,15793,46.89451,-67.4,Roulston Lake (MS-78-15),1.9716829714528656,Geographic matching,2,NA
10377,15794,47.23019,-61.900945,Le Bassin site,1647102.849699323,Geographic matching,2,NA
10394,15829,63.397585,-64.261165,Robinson Lake,15.890814596113056,Geographic matching,2,NA
