SiteID,site.name,long,lat,state,GNIS_NAME,GNIS_ID,AREASQKM,dist_match,data_source,AREAHA
1973,Rebel Lake,-149.8,67.416667,NA,NA,NA,NA,NA,NA,NA
1974,Redondo Lake,-155.033333,67.683333,NA,NA,NA,NA,NA,NA,NA
1977,Redstone Lake,-152.6,67.25,NA,NA,NA,NA,NA,NA,NA
2232,Ruppert Lake,-154.233333,67.066667,NA,NA,NA,NA,NA,NA,NA
2245,Sakana Lake,-147.85,67.433333,NA,NA,NA,NA,NA,NA,NA
2270,Screaming Yellowlegs Pond,-151.416667,67.583333,NA,NA,NA,NA,NA,NA,NA
2271,Seagull Lake,-145.216667,68.266667,NA,NA,NA,NA,NA,NA,NA
2275,Lake Selby,-155.68655,66.86675,NA,NA,NA,NA,NA,NA,NA
2535,Tangle Lakes,-146.063333,63.029444,NA,NA,NA,NA,NA,NA,NA
2547,Ten Mile Lake,-145.7,63.066667,NA,NA,NA,NA,NA,NA,NA
2551,Tiinkdhul Lake,-143.15,66.583333,NA,NA,NA,NA,NA,NA,NA
2857,Wien Lake,-151.266667,64.333333,NA,NA,NA,NA,NA,NA,NA
2935,Wonder Lake,-151.083333,63.483333,NA,NA,NA,NA,NA,NA,NA
2940,Point Woronzof Peat Section,-149.48,61.12,NA,NA,NA,NA,NA,NA,NA
9976,Deuce Lake,-147.94008,64.86412,NA,NA,NA,NA,NA,NA,NA
10019,Meade River bluff,-157.34207,70.475005,NA,NA,NA,NA,NA,NA,NA
10083,Code Lake,-151.85999500000003,67.15791999999999,NA,NA,NA,NA,NA,NA,NA
10094,Last Chance Lake,-150.745125,67.12406,NA,NA,NA,NA,NA,NA,NA
10100,Ruppert Lake,-154.24498499999999,67.07084,NA,NA,NA,NA,NA,NA,NA
10101,Wild Tussock Lake,-151.38361500000002,67.12648,NA,NA,NA,NA,NA,NA,NA
10102,Xindi Lake,-152.491385,67.111235,NA,NA,NA,NA,NA,NA,NA
10115,Titaluk River Exposure 1,-155.211533333333,69.7109833333333,NA,NA,NA,NA,NA,NA,NA
10116,Titaluk River Exposure 2,-155.211533333333,69.7109833333333,NA,NA,NA,NA,NA,NA,NA
10212,Jan Lake,-143.91772,63.56466,NA,NA,NA,NA,NA,NA,NA
10214,Paradox Lake,-150.75903,60.622879999999995,NA,NA,NA,NA,NA,NA,NA
10288,Arrow Lake,-150.516965,60.752055,NA,NA,NA,NA,NA,NA,NA
10298,Portage Lake,-150.53300000000002,60.716494999999995,NA,NA,NA,NA,NA,NA,NA
10345,Dune Lake,-149.897625,64.42099999999999,NA,NA,NA,NA,NA,NA,NA
10346,Onion Portage,-158.14735,67.08225,NA,NA,NA,NA,NA,NA,NA
10346,Onion Portage,-158.14735,67.08225,NA,NA,NA,NA,NA,NA,NA
10346,Onion Portage,-158.14735,67.08225,NA,NA,NA,NA,NA,NA,NA
10385,Nutella Lake,-147.39172,63.052,NA,NA,NA,NA,NA,NA,NA
10386,Swampbuggy Lake,-147.42066,63.05455,NA,NA,NA,NA,NA,NA,NA
10393,Rock Lake,-150.2538,60.453649999999996,NA,NA,NA,NA,NA,NA,NA
10450,Farewell Lake,-153.64882,62.559145,NA,NA,NA,NA,NA,NA,NA
10453,Grandfather Lake,-158.53995,59.79623,NA,NA,NA,NA,NA,NA,NA
10455,Ongivinuk Lake,-159.357975,59.56781,NA,NA,NA,NA,NA,NA,NA
10537,Red Green Lake,-149.68123500000002,68.65421,NA,NA,NA,NA,NA,NA,NA
10538,Tukuto Lake,-157.0301,68.49879999999999,NA,NA,NA,NA,NA,NA,NA
10539,Upper Capsule Lake,-149.416925,68.63144444444444,NA,NA,NA,NA,NA,NA,NA
11571,Idavain Lake,-155.94509499999998,58.77229444444445,NA,NA,NA,NA,NA,NA,NA
11572,Snipe Lake,-154.303475,60.626009999999994,NA,NA,NA,NA,NA,NA,NA
11573,Imnavait Creek,-149.358787222222,68.66619,NA,NA,NA,NA,NA,NA,NA
11574,Oil Lake,-151.1668055555555,70.29222222222225,NA,NA,NA,NA,NA,NA,NA
11575,Sands of Time Lake,-147.55331,66.029335,NA,NA,NA,NA,NA,NA,NA
11579,Sithylemenkat Lake,-151.391555,66.12398999999999,NA,NA,NA,NA,NA,NA,NA
11580,St. Lawrence Section 2,-171.5479166666665,63.6672222222222,NA,NA,NA,NA,NA,NA,NA
11583,North Killeak Lake,-164.05399999999997,66.36669,NA,NA,NA,NA,NA,NA,NA
11584,St. Lawrence Island Section 3,-171.5819444444445,63.6738888888889,NA,NA,NA,NA,NA,NA,NA
11585,Windmill Lake,-148.80525,63.6589,NA,NA,NA,NA,NA,NA,NA
11586,Blair Lakes,-147.368165,64.36008000000001,NA,NA,NA,NA,NA,NA,NA
11587,Circle Lake,-151.1592,59.80086,NA,NA,NA,NA,NA,NA,NA
11588,Clam Gulch,-151.362935,60.223929999999996,NA,NA,NA,NA,NA,NA,NA
11589,Eightmile Lake,-149.2518,63.888645,NA,NA,NA,NA,NA,NA,NA
11590,Grizzly Lake,-144.197185,62.71064,NA,NA,NA,NA,NA,NA,NA
11595,Kalifonsky Beach,-151.262085,60.483445,NA,NA,NA,NA,NA,NA,NA
11596,Homer Beach,-151.5119,59.6339,NA,NA,NA,NA,NA,NA,NA
11597,Longmere Lake,-150.90992,60.500895,NA,NA,NA,NA,NA,NA,NA
11598,Lake Minchumina,-152.23891500000002,63.890855,NA,NA,NA,NA,NA,NA,NA
11599,Mosquito Pond,-145.54014999999998,63.986445,NA,NA,NA,NA,NA,NA,NA
11600,Otto Lake,-149.035575,63.84225,NA,NA,NA,NA,NA,NA,NA
11601,Watana Triangle Pond,-148.24701,62.842885,NA,NA,NA,NA,NA,NA,NA
11603,Wiener Lake,-148.16984,61.810779999999994,NA,NA,NA,NA,NA,NA,NA
11604,Zagoskin Lake,-162.10838,63.44847,NA,NA,NA,NA,NA,NA,NA
11609,Little Swift Lake,-159.76567,60.216475,NA,NA,NA,NA,NA,NA,NA
11643,McCall Glacier,-143.790030555556,69.2950361111111,NA,NA,NA,NA,NA,NA,NA
11854,Mitkof Island,-132.93624,56.81157,NA,NA,NA,NA,NA,NA,NA
12999,Naskak,-171.45400999999998,63.64101166666666,NA,NA,NA,NA,NA,NA,NA
13000,Aghnaghak,-171.553815,63.656005,NA,NA,NA,NA,NA,NA,NA
13454,Lake Hill,-170.24827,57.17824,NA,NA,NA,NA,NA,NA,NA
13516,Swanson Fen,-150.83147,60.787275,NA,NA,NA,NA,NA,NA,NA
13690,Screaming Lynx Lake,-145.405555,66.068205,NA,NA,NA,NA,NA,NA,NA
13897,Corser Bog,-145.45452,60.52996,NA,NA,NA,NA,NA,NA,NA
504,Crane Lake,-112.216667,36.716667,AZ,NA,NA,NA,21.634594453365953,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
982,Hay Lake,-109.425,34,AZ,NA,NA,NA,0.5509492002971966,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
1127,Jacob Lake,-110.833333,34.333333,AZ,NA,NA,NA,293.84496804167384,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
1710,Montezuma Well,-111.75225,34.6492,AZ,NA,NA,0.007,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,0.7000000000000001
1906,Potato Lake,-111.345278,34.462222,AZ,Potato Lake,00033132,0.04,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,4
1906,Potato Lake,-111.345278,34.462222,AZ,Potato Lake,00033132,0.04,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,4
9997,Fracas Lake,-112.23854,36.63069,AZ,Fracas Lake,00004817,0.002,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,0.2
10000,Bear Lake,-112.147175,36.371125,AZ,Bear Lake,00001129,0.002,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,0.2
10449,Stoneman Lake,-111.517775,34.778864999999996,AZ,Stoneman Lake,00034872,0.537,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,53.7
11752,Runway Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11752,Runway Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11752,Runway Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11752,Runway Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11752,Runway Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11753,Monitor,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11753,Monitor,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11753,Monitor,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11754,Columbus,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11754,Columbus,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11754,Columbus,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11754,Columbus,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11756,Multigrade,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11756,Multigrade,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11756,Multigrade,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11756,Multigrade,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11757,Tinhorn Wash,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11757,Tinhorn Wash,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11757,Tinhorn Wash,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11778,East Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11783,Refugia Ruin,-110.885,33.5375,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
11792,Peloncillo Mountains,-109.0941666666665,32.28908333333335,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
14150,Tumacacori,-111.048,31.566499999999998,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
14150,Tumacacori,-111.048,31.566499999999998,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
14150,Tumacacori,-111.048,31.566499999999998,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
14150,Tumacacori,-111.048,31.566499999999998,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
14150,Tumacacori,-111.048,31.566499999999998,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
14150,Tumacacori,-111.048,31.566499999999998,AZ,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Arizona_Shape.zip,NA
NA,NA,NA,NA,Arkansas_NoSites,NA,NA,NA,NA,NA,NA
8,Abalone Rocks Marsh,-119.976667,33.956389,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
226,Balsam Meadow,-119.260278,37.195833,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
231,Barrett Lake,-119.008333,37.595833,CA,NA,NA,NA,587.6241533536988,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
673,Dinkey Meadow,-119.083333,37,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
794,Exchequer Meadow,-119.833333,37,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
2258,San Joaquin Marsh,-117.858333,33.658333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
2513,Starkweather Pond,-119.0675,37.6625,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
2529,Swamp Lake,-119.816667,37.95,CA,NA,NA,NA,113.55510562448205,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
2546,Ten Lakes,-119.533333,37.9,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
2553,Tioga Pass Pond,-119.258333,37.908333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
2941,Woski Pond,-119.625,37.725,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
9795,Browns Island,-121.86795000000001,38.04217,CA,NA,NA,2.101,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,210.1
9796,Roe Island,-122.03293500000001,38.0723,CA,NA,NA,1.004,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,100.4
9945,Siesta Lake,-119.659945,37.8505,CA,Siesta Lake,00233104,0.013,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,1.3
10053,Mumbo Lake,-122.5105394444445,41.190975,CA,Mumbo Lake,00263959,0.021,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,2.1
10204,Flycatcher Basin,-121.573,41.015,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10208,Las Flores Arroyo,-117.4605,33.291,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10213,Nichols Meadow,-119.57849999999999,37.423500000000004,CA,NA,NA,0.025,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,2.5
10213,Nichols Meadow,-119.57849999999999,37.423500000000004,CA,NA,NA,0.025,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,2.5
10243,Hual Cu Cuish Meadow,-116.583,32.967,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10248,Little Green Valley Meadow,-117.05061,34.234584999999996,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10282,Skunk Cabbage Meadow,-116.666,33.774,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10284,Taquitz Meadow,-116.66137499999999,33.771645,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10309,Bluff Lake,-122.55987,41.346515,CA,Bluff Lake,00219544,0.013,141.59330978325923,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,1.3
10325,Bunker Lake,-120.386415,39.05359,CA,Bunker Lake,00257695,0.032,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,3.2
10349,Grassy Lake,-120.66468499999999,39.700855000000004,CA,NA,NA,0.044,133.5550792125068,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,4.3999999999999995
10361,Lily Lake,-120.210015,41.976925,CA,Lily Lake,00262462,0.023,308.3047979891115,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,2.3
10363,Lilypad Lake,-118.99407,36.98229,CA,NA,NA,NA,563.1087286699375,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10368,McMurray Lake,-120.64864,39.4604,CA,McMurray Lake,00263408,0.047,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,4.7
10369,Mono Lake,-119.0255,38.007949999999994,CA,NA,NA,NA,0.2782255804319861,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10410,Tulare Lake,-119.78,36.052,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10464,Clear Lake,-122.76535,39.019645,CA,Clear Lake,01664234,160.18429253,217.48023652678197,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,16018.429252999998
10465,Secret Valley Marsh,-120.26505,40.572,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10469,Lower Lake,-123.30498,38.590035,CA,NA,NA,0.002,399.45067768024495,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,0.2
10473,Little Willow Lake,-121.38993500000001,40.411500000000004,CA,Little Willow Lake,00254928,0.07,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,7.000000000000001
10476,Cedar Lake,-122.4971,41.20728,CA,Cedar Lake,00220786,0.031,925.4451425997387,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,3.1
10477,Elkhorn Slough,-121.76415,36.82535,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10478,CA-HUM-558 (Pilot Ridge),-123.6691,40.661699999999996,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10480,Preston Lake,-123.015195,38.850205,CA,Preston Lake,00231042,0.015,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,1.5
10481,Taylor Marsh,-120.05969999999999,38.9375,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
